keyword,company_name,vertical,reporting_status,storage_status,future_offer_potential,detections,stations,website,phone,first_seen,last_seen,sample_offer,source_fields,notes
atlantis,Atlantis,unknown_general_review,store_only,keep_active,low,1,kabc-am-790,atlantiscasino.com,7758254700,1781580639.5513837,1781580639.5513837,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
mycomputercareer.edu and ziprecruiter,MyComputerCareer.edu and ZipRecruiter,jobs_recruiting,store_only,keep_active,low,1,wbap-am-820,"mycomputercareer.edu, ziprecruiter.com/slash-free",,1781580196.8965259,1781580196.8965259,free trial for job recruitment services,company_name + websites + offers,Non-financial (jobs_recruiting). 1 detections. Archived for future offers.
delta plumbing,Delta Plumbing,home_service,store_only,keep_active,low,1,wsb-am-750,educatedplumber.com,,1781578971.2666903,1781578971.2666903,,company_name + websites,Non-financial (home_service). 1 detections. Archived for future offers.
toptaxdefenders.com,Toptaxdefenders.com,tax_relief,report_now,keep_active,medium,1,woai-am-1200,toptaxdefenders.com,8005668183,1781578679.4268782,1781578679.4268782,,company_name + websites,Financial vertical: tax_relief. 1 detections across radio.
scorpion septic,Scorpion Septic,unknown_general_review,store_only,keep_active,low,1,wsb-am-750,insecticservices.com,,1781578369.3078814,1781578369.3078814,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
atlanta ramjack,Atlanta Ramjack,other,store_only,keep_active,low,1,wsb-am-750,,,1781577168.9674435,1781577168.9674435,foundation repair services with a lifetime warranty,company_name + offers,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
"puretalk, finley roofing","PureTalk, Finley Roofing",home_service,store_only,keep_active,low,1,wsb-am-750,finleyroofing.com,18006287276139266684,1781576650.0248935,1781576650.0248935,"unlimited talk text and data for $34.99, matching donations to America's Warrior Partnership, affordable roof, window, and door installation with financing",company_name + websites + offers,Non-financial (home_service). 1 detections. Archived for future offers.
micheles corporation,Micheles Corporation,other,store_only,keep_active,low,1,wibc-fm-931,,,1781575070.8986223,1781575070.8986223,free home inspections for storm damage,company_name + offers,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
sell car us,Sell Car US,unknown_general_review,store_only,keep_active,low,1,whbo-1040,,8006092771,1781574718.4783123,1781574718.4783123,cash for cars,company_name + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
advent,Advent,unknown_general_review,store_only,keep_active,low,1,wibc-fm-931,adventknows.com,,1781573466.0960248,1781573466.0960248,"snoring, sleep apnea treatment",company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
higgins boat rum,Higgins Boat Rum,other,store_only,keep_active,low,1,ktrh-am-740,,,1781572865.5493667,1781572865.5493667,,company_name,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
reputationdefender,ReputationDefender,unknown_general_review,store_only,keep_active,low,1,whbo-1040,reputationdefender.com,8004016681,1781571909.7890701,1781571909.7890701,free reputation report card and assistance,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
burna,Burna,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,burna.com,,1781571241.7089388,1781571241.7089388,deals on burna le gen 2 launcher,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
cell car us hotline,Cell Car US Hotline,other,store_only,keep_active,low,1,whbo-1040,,,1781570996.7835376,1781570996.7835376,cash for car removal,company_name + offers,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
priority men's medical center,Priority Men's Medical Center,medical_non_financing,store_only,keep_active,low,1,wsb-am-750,prioritymensmedical.com,4048858885,1781570145.989898,1781570145.989898,,company_name + websites,Non-financial (medical_non_financing). 1 detections. Archived for future offers.
thomas j henry law,Thomas J Henry law,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,thomasjhenrylaw.com,,1781568299.803791,1781568299.803791,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
"houstonpowdercoaters.com, generac, generasupercenter.com","HoustonPowderCoaters.com, Generac, Generasupercenter.com",unknown_general_review,store_only,keep_active,low,1,ktrh-am-740,"houstonpowdercoaters.com, generatorsupercenter.com",28167638882812516100,1781567922.5929313,1781567922.5929313,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
michalis corporation,Michalis Corporation,unknown_general_review,store_only,keep_active,low,1,wibc-fm-931,,8443473636,1781567078.9742243,1781567078.9742243,free home inspections for storm damage,company_name + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
"zuby roofs, zuby paints","Zuby Roofs, Zuby Paints",unknown_general_review,store_only,keep_active,low,1,woai-am-1200,zubyis.zoubb.com,6805623746,1781566398.5243828,1781566398.5243828,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
tunnel to towers,Tunnel to Towers,tax_relief,report_now,keep_active,medium,1,woai-am-1200,t2t.org,,1781566139.523859,1781566139.523859,"mortgage relief, financial assistance for families of fallen first responders and veterans",company_name + websites + offers,Financial vertical: tax_relief. 1 detections across radio.
cb window,CB Window,home_service,store_only,keep_active,low,1,wibc-fm-931,,,1781563627.0573323,1781563627.0573323,"15% off with no interest, no payments for 12 months",company_name + offers,Non-financial (home_service). 1 detections. Archived for future offers.
revived men's health,Revived Men's Health,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,revivemensthealth.com,2106157777,1781563623.5555198,1781563623.5555198,free comprehensive wellness panel,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
fortify vitamins,Fortify vitamins,health_supplement,store_only,keep_active,low,1,whbo-1040,fortify.com,8665039746,1781562787.482281,1781562787.482281,next gen curcumin supplements,company_name + websites + offers,Non-financial (health_supplement). 1 detections. Archived for future offers.
amac (association of mature american citizens),AMAC (Association of Mature American Citizens),unknown_general_review,store_only,keep_active,low,1,wbap-am-820,amac.us/levine,,1781562600.7769227,1781562600.7769227,five years for $47,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
kinetico of san antonio,Kinetico of San Antonio,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,kineticosa.com,2106567873,1781562066.8077517,1781562066.8077517,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
american financing,American financing,unknown_financial_review,manual_review,keep_active,low,1,klif-am-570,americanfinancing.net,,1781561921.7642484,1781561921.7642484,smart equity loan with free consultation,company_name + websites + offers,Non-financial (unknown_financial_review). 1 detections. Archived for future offers.
amazing morrow,Amazing Morrow,unknown_general_review,store_only,keep_active,low,1,ktrh-am-740,amazingmorrow.com,2818275200,1781561782.7571964,1781561782.7571964,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
shoemate,Shoemate,other,store_only,keep_active,low,1,wsb-am-750,,,1781561127.9123182,1781561127.9123182,,company_name,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
mark's spain real estate,Mark's Spain Real Estate,unknown_general_review,store_only,keep_active,low,1,wsb-am-750,markspane.com,,1781560610.1139219,1781560610.1139219,guaranteed offer on your home,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
v-i-o-m-e,V-I-O-M-E,media_internal,store_only,keep_archive,low,1,woai-am-1200,v-i-o-m-e.com/slash hannity,,1781557128.2016432,1781557128.2016432,gut health test and personalized plan,company_name + websites + offers,Non-financial (other). 1 detections. Archived for future offers.
qc kinetics,QC kinetics,saas_b2b,store_only,keep_active,low,1,wbap-am-820,,9728610,1781557039.7321851,1781557039.7321851,,company_name,Non-financial (saas_b2b). 1 detections. Archived for future offers.
mullen and mullen injury law firm,Mullen and Mullen Injury Law Firm,legal_financial,report_now,keep_active,low,1,wbap-am-820,wbap.com,,1781556956.7316074,1781556956.7316074,,company_name + websites,Financial vertical: legal_financial. 1 detections across radio.
byrna.com,BYRNA.com,other,store_only,keep_active,low,1,woai-am-1200,,,1781556943.8621955,1781556943.8621955,,company_name,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
reputationdefender.com,ReputationDefender.com,unknown_general_review,store_only,keep_active,low,1,whbo-1040,reputationdefender.com,8004016681,1781556718.808193,1781556718.808193,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
6 hour,6 Hour,other,store_only,keep_active,low,1,woai-am-1200,,,1781555731.6798127,1781555731.6798127,free flashlight with purchase of a pistol,company_name + offers,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
